"","CNTYVTD.x","VTDKEY","Biden","Trump","CNTYVTD.y","VTD","vap","anglovap","nanglovap","FENAME"
"7581",4391279,7935,1097,343,4391279,"1279",2778,754,2024,"TARRANT"
"7582",4391291,7936,1128,69,4391291,"1291",2491,123,2368,"TARRANT"
"7583",4391292,7937,780,237,4391292,"1292",3144,548,2596,"TARRANT"
"7584",4391293,7938,683,154,4391293,"1293",2225,283,1942,"TARRANT"
"7585",4391294,7939,916,1292,4391294,"1294",3701,2215,1486,"TARRANT"
"7586",4391295,7940,349,172,4391295,"1295",1410,294,1116,"TARRANT"
"7587",4391296,7941,967,1067,4391296,"1296",3411,2216,1195,"TARRANT"
"7588",4391297,7942,1450,96,4391297,"1297",3835,183,3652,"TARRANT"
"7589",4391298,7943,965,778,4391298,"1298",4434,3356,1078,"TARRANT"
"7590",4391300,7944,1157,521,4391300,"1300",3471,828,2643,"TARRANT"
"7591",4391301,7945,1160,210,4391301,"1301",2587,293,2294,"TARRANT"
"7592",4391311,7946,1030,289,4391311,"1311",2246,526,1720,"TARRANT"
"7593",4391337,7947,676,1239,4391337,"1337",2605,2089,516,"TARRANT"
"7594",4391339,7948,1003,1066,4391339,"1339",3914,2459,1455,"TARRANT"
"7595",4391345,7949,178,159,4391345,"1345",616,287,329,"TARRANT"
"7596",4391346,7950,459,31,4391346,"1346",1629,85,1544,"TARRANT"
"7597",4391347,7951,1691,1070,4391347,"1347",3868,1485,2383,"TARRANT"
"7598",4391348,7952,201,543,4391348,"1348",965,728,237,"TARRANT"
"7599",4391351,7953,0,0,4391351,"1351",0,0,0,"TARRANT"
"7600",4391352,7954,134,336,4391352,"1352",800,586,214,"TARRANT"
"7601",4391366,7955,4,1,4391366,"1366",12,7,5,"TARRANT"
"7602",4391376,7956,12,4,4391376,"1376",4086,1779,2307,"TARRANT"
"7603",4391377,7957,1560,1300,4391377,"1377",5559,2834,2725,"TARRANT"
"7604",4391378,7958,1835,603,4391378,"1378",5235,985,4250,"TARRANT"
"7605",4391380,7959,737,413,4391380,"1380",2165,1046,1119,"TARRANT"
"7606",4391382,7960,1309,376,4391382,"1382",4698,1093,3605,"TARRANT"
"7607",4391388,7961,1673,663,4391388,"1388",5936,1471,4465,"TARRANT"
"7608",4391394,7962,0,0,4391394,"1394",0,0,0,"TARRANT"
"7609",4391404,7963,1199,420,4391404,"1404",4796,1261,3535,"TARRANT"
"7610",4391407,7964,23,13,4391407,"1407",73,32,41,"TARRANT"
"7611",4391408,7965,101,42,4391408,"1408",311,113,198,"TARRANT"
"7612",4391412,7966,0,0,4391412,"1412",0,0,0,"TARRANT"
"7613",4391414,7967,24,5,4391414,"1414",57,20,37,"TARRANT"
"7614",4391415,7968,648,196,4391415,"1415",3461,482,2979,"TARRANT"
"7615",4391416,7969,67,56,4391416,"1416",181,102,79,"TARRANT"
"7616",4391418,7970,0,0,4391418,"1418",0,0,0,"TARRANT"
"7617",4391420,7971,0,0,4391420,"1420",0,0,0,"TARRANT"
"7618",4391423,7972,795,1400,4391423,"1423",2386,1892,494,"TARRANT"
"7619",4391424,7973,1,7,4391424,"1424",10,8,2,"TARRANT"
"7620",4391427,7974,1,3,4391427,"1427",13,10,3,"TARRANT"
"7621",4391430,7975,5,2,4391430,"1430",21,2,19,"TARRANT"
"7622",4391431,7976,461,1122,4391431,"1431",2542,1805,737,"TARRANT"
"7623",4391434,7977,0,0,4391434,"1434",0,0,0,"TARRANT"
"7624",4391436,7978,588,311,4391436,"1436",1739,486,1253,"TARRANT"
"7625",4391437,7979,230,215,4391437,"1437",759,354,405,"TARRANT"
"7626",4391439,7980,115,18,4391439,"1439",310,25,285,"TARRANT"
"7627",4391440,7981,1011,272,4391440,"1440",3363,536,2827,"TARRANT"
"7628",4391441,7982,374,77,4391441,"1441",1603,296,1307,"TARRANT"
"7629",4391444,7983,47,11,4391444,"1444",137,24,113,"TARRANT"
"7630",4391445,7984,26,5,4391445,"1445",65,21,44,"TARRANT"
"7631",4391455,7985,0,0,4391455,"1455",0,0,0,"TARRANT"
"7632",4391457,7986,1,1,4391457,"1457",0,0,0,"TARRANT"
"7633",4391459,7987,967,338,4391459,"1459",2532,554,1978,"TARRANT"
"7634",4391460,7988,1338,363,4391460,"1460",5579,1023,4556,"TARRANT"
"7635",4391463,7989,859,276,4391463,"1463",4167,893,3274,"TARRANT"
"7636",4391472,7990,55,96,4391472,"1472",396,319,77,"TARRANT"
"7637",4391473,7991,43,26,4391473,"1473",260,59,201,"TARRANT"
"7638",4391476,7992,39,29,4391476,"1476",247,57,190,"TARRANT"
"7639",4391477,7993,500,84,4391477,"1477",2599,141,2458,"TARRANT"
"7640",4391479,7994,81,33,4391479,"1479",368,62,306,"TARRANT"
"7641",4391481,7995,202,76,4391481,"1481",1251,137,1114,"TARRANT"
"7642",4391482,7996,291,68,4391482,"1482",1599,136,1463,"TARRANT"
"7643",4391489,7997,1036,364,4391489,"1489",2958,735,2223,"TARRANT"
"7644",4391490,7998,336,125,4391490,"1490",1058,316,742,"TARRANT"
"7645",4391491,7999,2,1,4391491,"1491",13,8,5,"TARRANT"
"7646",4391501,8000,231,136,4391501,"1501",774,294,480,"TARRANT"
"7647",4391504,8001,326,1170,4391504,"1504",2525,1934,591,"TARRANT"
"7648",4391514,8002,0,0,4391514,"1514",0,0,0,"TARRANT"
"7649",4391515,8003,8,11,4391515,"1515",58,33,25,"TARRANT"
"7650",4391518,8004,452,105,4391518,"1518",1760,472,1288,"TARRANT"
"7651",4391543,8005,506,123,4391543,"1543",1350,183,1167,"TARRANT"
"7652",4391544,8006,3,0,4391544,"1544",23,5,18,"TARRANT"
"7653",4391547,8007,0,0,4391547,"1547",0,0,0,"TARRANT"
"7654",4391549,8008,0,0,4391549,"1549",0,0,0,"TARRANT"
"7655",4391550,8009,26,0,4391550,"1550",45,3,42,"TARRANT"
"7656",4391555,8010,0,0,4391555,"1555",58,9,49,"TARRANT"
"7657",4391559,8011,112,36,4391559,"1559",267,59,208,"TARRANT"
"7658",4391564,8012,0,0,4391564,"1564",0,0,0,"TARRANT"
"7659",4391576,8013,91,6,4391576,"1576",655,18,637,"TARRANT"
"7660",4391577,8014,542,122,4391577,"1577",2435,217,2218,"TARRANT"
"7661",4391578,8015,691,216,4391578,"1578",2231,476,1755,"TARRANT"
"7662",4391586,8016,2,2,4391586,"1586",24,0,24,"TARRANT"
"7663",4391589,8017,77,72,4391589,"1589",317,155,162,"TARRANT"
"7664",4391594,8018,0,0,4391594,"1594",0,0,0,"TARRANT"
"7665",4391597,8019,223,61,4391597,"1597",986,83,903,"TARRANT"
"7666",4391603,8020,0,0,4391603,"1603",0,0,0,"TARRANT"
"7667",4391605,8021,0,0,4391605,"1605",0,0,0,"TARRANT"
"7668",4391607,8022,0,0,4391607,"1607",0,0,0,"TARRANT"
"7669",4391608,8023,442,275,4391608,"1608",894,675,219,"TARRANT"
"7670",4391610,8024,15,14,4391610,"1610",47,23,24,"TARRANT"
"7671",4391611,8025,11,7,4391611,"1611",26,4,22,"TARRANT"
"7672",4391617,8026,17,11,4391617,"1617",68,26,42,"TARRANT"
"7673",4391619,8027,12,4,4391619,"1619",45,1,44,"TARRANT"
"7674",4391621,8028,117,39,4391621,"1621",293,69,224,"TARRANT"
"7675",4391622,8029,11,21,4391622,"1622",45,16,29,"TARRANT"
"7676",4391623,8030,0,0,4391623,"1623",0,0,0,"TARRANT"
"7677",4391625,8031,0,0,4391625,"1625",0,0,0,"TARRANT"
"7678",4391627,8032,58,156,4391627,"1627",326,218,108,"TARRANT"
"7679",4391631,8033,119,71,4391631,"1631",358,127,231,"TARRANT"
"7680",4391633,8034,11,13,4391633,"1633",66,28,38,"TARRANT"
"7681",4391639,8035,669,179,4391639,"1639",1652,258,1394,"TARRANT"
"7682",4391641,8036,1819,1089,4391641,"1641",4157,1518,2639,"TARRANT"
"7683",4391642,8037,1197,474,4391642,"1642",3180,754,2426,"TARRANT"
"7684",4391651,8038,0,0,4391651,"1651",0,0,0,"TARRANT"
"7685",4391652,8039,98,5,4391652,"1652",419,16,403,"TARRANT"
"7686",4391672,8040,0,0,4391672,"1672",0,0,0,"TARRANT"
"7687",4391674,8041,0,0,4391674,"1674",0,0,0,"TARRANT"
"7688",4391676,8042,113,69,4391676,"1676",525,233,292,"TARRANT"
"7689",4391677,8043,120,47,4391677,"1677",335,231,104,"TARRANT"
"7690",4391678,8044,1,2,4391678,"1678",50,12,38,"TARRANT"
"7691",4391679,8045,0,0,4391679,"1679",0,0,0,"TARRANT"
"7692",4391684,8046,186,140,4391684,"1684",506,370,136,"TARRANT"
"7693",4391701,8047,461,400,4391701,"1701",1502,713,789,"TARRANT"
"7694",4391704,8048,641,1016,4391704,"1704",2720,1801,919,"TARRANT"
"7695",4391710,8049,474,591,4391710,"1710",2137,1064,1073,"TARRANT"
"7696",4391714,8050,1625,669,4391714,"1714",4878,1327,3551,"TARRANT"
"7697",4391715,8051,454,327,4391715,"1715",1250,550,700,"TARRANT"
"7698",4391717,8052,665,713,4391717,"1717",3102,1467,1635,"TARRANT"
"7699",4391718,8053,502,346,4391718,"1718",1159,485,674,"TARRANT"
"7700",4391719,8054,741,1302,4391719,"1719",2991,2223,768,"TARRANT"
"7701",4391722,8055,179,126,4391722,"1722",463,193,270,"TARRANT"
"7702",4391723,8056,861,434,4391723,"1723",2091,746,1345,"TARRANT"
"7703",4391734,8057,1784,501,4391734,"1734",4137,784,3353,"TARRANT"
"7704",4391738,8058,14,4,4391738,"1738",34,30,4,"TARRANT"
"7705",4391739,8059,43,14,4391739,"1739",123,9,114,"TARRANT"
"7706",4391740,8060,0,0,4391740,"1740",0,0,0,"TARRANT"
"7707",4391747,8061,0,0,4391747,"1747",0,0,0,"TARRANT"
"7708",4391749,8062,0,0,4391749,"1749",0,0,0,"TARRANT"
"7709",4391752,8063,0,0,4391752,"1752",0,0,0,"TARRANT"
"7710",4391753,8064,0,0,4391753,"1753",0,0,0,"TARRANT"
"7711",4391801,8065,0,0,4391801,"1801",0,0,0,"TARRANT"
"7712",4391821,8066,0,0,4391821,"1821",0,0,0,"TARRANT"
"7713",4392002,8067,0,0,4392002,"2002",0,0,0,"TARRANT"
"7714",4392003,8068,340,369,4392003,"2003",990,707,283,"TARRANT"
"7715",4392007,8069,709,999,4392007,"2007",2286,1690,596,"TARRANT"
"7716",4392026,8070,650,770,4392026,"2026",2476,1620,856,"TARRANT"
"7717",4392027,8071,237,144,4392027,"2027",1051,272,779,"TARRANT"
"7718",4392028,8072,350,631,4392028,"2028",1411,1050,361,"TARRANT"
"7719",4392029,8073,721,1025,4392029,"2029",2691,1600,1091,"TARRANT"
"7720",4392030,8074,1702,529,4392030,"2030",4842,1216,3626,"TARRANT"
"7721",4392031,8075,1298,549,4392031,"2031",3597,710,2887,"TARRANT"
"7722",4392033,8076,744,790,4392033,"2033",3562,1663,1899,"TARRANT"
"7723",4392052,8077,916,544,4392052,"2052",7241,2671,4570,"TARRANT"
"7724",4392055,8078,789,734,4392055,"2055",2232,1421,811,"TARRANT"
"7725",4392058,8079,7,3,4392058,"2058",49,29,20,"TARRANT"
"7726",4392100,8080,203,165,4392100,"2100",845,351,494,"TARRANT"
"7727",4392112,8081,517,1017,4392112,"2112",2014,1604,410,"TARRANT"
"7728",4392134,8082,342,243,4392134,"2134",2678,356,2322,"TARRANT"
"7729",4392143,8083,311,228,4392143,"2143",1660,479,1181,"TARRANT"
"7730",4392145,8084,755,354,4392145,"2145",4179,684,3495,"TARRANT"
"7731",4392147,8085,428,454,4392147,"2147",1531,1047,484,"TARRANT"
"7732",4392148,8086,1019,436,4392148,"2148",6220,1110,5110,"TARRANT"
"7733",4392158,8087,803,881,4392158,"2158",3096,1552,1544,"TARRANT"
"7734",4392161,8088,657,282,4392161,"2161",4367,1634,2733,"TARRANT"
"7735",4392168,8089,403,273,4392168,"2168",1948,716,1232,"TARRANT"
"7736",4392169,8090,427,166,4392169,"2169",3348,240,3108,"TARRANT"
"7737",4392171,8091,915,1064,4392171,"2171",3139,2195,944,"TARRANT"
"7738",4392173,8092,300,511,4392173,"2173",1031,735,296,"TARRANT"
"7739",4392174,8093,1007,955,4392174,"2174",3664,1897,1767,"TARRANT"
"7740",4392180,8094,797,236,4392180,"2180",3546,466,3080,"TARRANT"
"7741",4392181,8095,972,1014,4392181,"2181",3292,2143,1149,"TARRANT"
"7742",4392190,8096,116,94,4392190,"2190",480,193,287,"TARRANT"
"7743",4392205,8097,768,1026,4392205,"2205",2807,1988,819,"TARRANT"
"7744",4392210,8098,383,188,4392210,"2210",2558,458,2100,"TARRANT"
"7745",4392217,8099,1236,685,4392217,"2217",5186,1816,3370,"TARRANT"
"7746",4392219,8100,899,989,4392219,"2219",2663,1611,1052,"TARRANT"
"7747",4392220,8101,908,1118,4392220,"2220",2647,1843,804,"TARRANT"
"7748",4392221,8102,696,644,4392221,"2221",1802,911,891,"TARRANT"
"7749",4392223,8103,487,966,4392223,"2223",1851,1387,464,"TARRANT"
"7750",4392224,8104,893,394,4392224,"2224",3211,1009,2202,"TARRANT"
"7751",4392225,8105,762,234,4392225,"2225",5104,426,4678,"TARRANT"
"7752",4392226,8106,818,439,4392226,"2226",3654,727,2927,"TARRANT"
"7753",4392228,8107,824,1067,4392228,"2228",2340,1704,636,"TARRANT"
"7754",4392229,8108,770,774,4392229,"2229",2939,1617,1322,"TARRANT"
"7755",4392235,8109,1117,636,4392235,"2235",6107,1178,4929,"TARRANT"
"7756",4392246,8110,416,510,4392246,"2246",1173,903,270,"TARRANT"
"7757",4392258,8111,154,324,4392258,"2258",999,580,419,"TARRANT"
"7758",4392262,8112,212,526,4392262,"2262",1327,894,433,"TARRANT"
"7759",4392263,8113,808,463,4392263,"2263",4653,873,3780,"TARRANT"
"7760",4392266,8114,963,1281,4392266,"2266",3228,2330,898,"TARRANT"
"7761",4392267,8115,938,413,4392267,"2267",4227,1160,3067,"TARRANT"
"7762",4392268,8116,525,404,4392268,"2268",2252,688,1564,"TARRANT"
"7763",4392269,8117,180,130,4392269,"2269",717,172,545,"TARRANT"
"7764",4392274,8118,0,2,4392274,"2274",12,0,12,"TARRANT"
"7765",4392275,8119,395,285,4392275,"2275",1280,328,952,"TARRANT"
"7766",4392280,8120,569,533,4392280,"2280",1803,1185,618,"TARRANT"
"7767",4392281,8121,583,525,4392281,"2281",1798,987,811,"TARRANT"
"7768",4392299,8122,918,412,4392299,"2299",2259,341,1918,"TARRANT"
"7769",4392302,8123,801,215,4392302,"2302",3099,400,2699,"TARRANT"
"7770",4392303,8124,764,876,4392303,"2303",2838,1623,1215,"TARRANT"
"7771",4392304,8125,724,1045,4392304,"2304",2296,1572,724,"TARRANT"
"7772",4392305,8126,659,717,4392305,"2305",2215,1275,940,"TARRANT"
"7773",4392306,8127,592,896,4392306,"2306",2061,1521,540,"TARRANT"
"7774",4392307,8128,1390,1428,4392307,"2307",3915,2240,1675,"TARRANT"
"7775",4392308,8129,1170,1288,4392308,"2308",4644,2365,2279,"TARRANT"
"7776",4392309,8130,561,348,4392309,"2309",3560,686,2874,"TARRANT"
"7777",4392310,8131,630,691,4392310,"2310",2781,1469,1312,"TARRANT"
"7778",4392313,8132,703,1039,4392313,"2313",2384,1673,711,"TARRANT"
"7779",4392314,8133,1030,1424,4392314,"2314",3700,2656,1044,"TARRANT"
"7780",4392315,8134,875,342,4392315,"2315",3070,819,2251,"TARRANT"
"7781",4392316,8135,804,519,4392316,"2316",2707,1285,1422,"TARRANT"
"7782",4392317,8136,450,529,4392317,"2317",1354,898,456,"TARRANT"
"7783",4392318,8137,560,754,4392318,"2318",2208,1388,820,"TARRANT"
"7784",4392319,8138,703,1070,4392319,"2319",2695,1838,857,"TARRANT"
"7785",4392320,8139,810,431,4392320,"2320",3189,571,2618,"TARRANT"
"7786",4392341,8140,243,75,4392341,"2341",568,126,442,"TARRANT"
"7787",4392349,8141,814,486,4392349,"2349",1999,500,1499,"TARRANT"
"7788",4392353,8142,555,295,4392353,"2353",1844,514,1330,"TARRANT"
"7789",4392354,8143,631,359,4392354,"2354",2029,559,1470,"TARRANT"
"7790",4392355,8144,519,672,4392355,"2355",1932,1095,837,"TARRANT"
"7791",4392356,8145,1178,1085,4392356,"2356",4004,1897,2107,"TARRANT"
"7792",4392357,8146,1004,1447,4392357,"2357",3280,2024,1256,"TARRANT"
"7793",4392358,8147,790,1043,4392358,"2358",2640,1789,851,"TARRANT"
"7794",4392360,8148,903,1730,4392360,"2360",3898,2734,1164,"TARRANT"
"7795",4392379,8149,1863,765,4392379,"2379",4489,899,3590,"TARRANT"
"7796",4392381,8150,294,95,4392381,"2381",1489,235,1254,"TARRANT"
"7797",4392383,8151,1046,560,4392383,"2383",3192,990,2202,"TARRANT"
"7798",4392393,8152,146,99,4392393,"2393",742,154,588,"TARRANT"
"7799",4392401,8153,94,110,4392401,"2401",768,400,368,"TARRANT"
"7800",4392402,8154,7,10,4392402,"2402",88,39,49,"TARRANT"
"7801",4392403,8155,12,1,4392403,"2403",189,37,152,"TARRANT"
"7802",4392405,8156,2175,912,4392405,"2405",5211,1322,3889,"TARRANT"
"7803",4392411,8157,253,68,4392411,"2411",1351,190,1161,"TARRANT"
"7804",4392413,8158,359,135,4392413,"2413",992,127,865,"TARRANT"
"7805",4392419,8159,0,0,4392419,"2419",0,0,0,"TARRANT"
"7806",4392425,8160,1258,936,4392425,"2425",4287,1908,2379,"TARRANT"
"7807",4392426,8161,711,1097,4392426,"2426",2588,1685,903,"TARRANT"
"7808",4392428,8162,238,89,4392428,"2428",1601,207,1394,"TARRANT"
"7809",4392435,8163,1153,1115,4392435,"2435",3403,1702,1701,"TARRANT"
"7810",4392438,8164,1282,525,4392438,"2438",4102,969,3133,"TARRANT"
"7811",4392442,8165,1453,1025,4392442,"2442",3468,1659,1809,"TARRANT"
"7812",4392448,8166,1356,675,4392448,"2448",4031,1071,2960,"TARRANT"
"7813",4392449,8167,674,361,4392449,"2449",2079,474,1605,"TARRANT"
"7814",4392450,8168,1141,624,4392450,"2450",3537,730,2807,"TARRANT"
"7815",4392451,8169,73,25,4392451,"2451",351,112,239,"TARRANT"
"7816",4392453,8170,1326,532,4392453,"2453",3349,938,2411,"TARRANT"
"7817",4392461,8171,1034,314,4392461,"2461",4181,628,3553,"TARRANT"
"7818",4392462,8172,807,376,4392462,"2462",2423,671,1752,"TARRANT"
"7819",4392464,8173,165,197,4392464,"2464",450,291,159,"TARRANT"
"7820",4392466,8174,582,266,4392466,"2466",1522,427,1095,"TARRANT"
"7821",4392467,8175,1257,549,4392467,"2467",4265,1523,2742,"TARRANT"
"7822",4392468,8176,874,948,4392468,"2468",2698,1562,1136,"TARRANT"
"7823",4392474,8177,127,244,4392474,"2474",925,583,342,"TARRANT"
"7824",4392484,8178,1850,938,4392484,"2484",6161,1123,5038,"TARRANT"
"7825",4392488,8179,1165,618,4392488,"2488",2945,647,2298,"TARRANT"
"7826",4392505,8180,474,699,4392505,"2505",1945,1201,744,"TARRANT"
"7827",4392506,8181,1500,1855,4392506,"2506",5262,3422,1840,"TARRANT"
"7828",4392513,8182,0,0,4392513,"2513",0,0,0,"TARRANT"
"7829",4392519,8183,541,252,4392519,"2519",1422,431,991,"TARRANT"
"7830",4392520,8184,757,716,4392520,"2520",2205,1211,994,"TARRANT"
"7831",4392521,8185,419,550,4392521,"2521",1572,931,641,"TARRANT"
"7832",4392522,8186,1206,1416,4392522,"2522",4285,2203,2082,"TARRANT"
"7833",4392523,8187,1399,706,4392523,"2523",4080,1056,3024,"TARRANT"
"7834",4392524,8188,524,1378,4392524,"2524",2246,1862,384,"TARRANT"
"7835",4392525,8189,1595,564,4392525,"2525",4265,938,3327,"TARRANT"
"7836",4392535,8190,1003,1437,4392535,"2535",3441,2345,1096,"TARRANT"
"7837",4392536,8191,821,555,4392536,"2536",2358,1046,1312,"TARRANT"
"7838",4392537,8192,728,253,4392537,"2537",3532,813,2719,"TARRANT"
"7839",4392541,8193,1128,513,4392541,"2541",2817,652,2165,"TARRANT"
"7840",4392546,8194,24,13,4392546,"2546",338,52,286,"TARRANT"
"7841",4392548,8195,436,842,4392548,"2548",1675,1217,458,"TARRANT"
"7842",4392553,8196,641,358,4392553,"2553",2089,610,1479,"TARRANT"
"7843",4392556,8197,600,819,4392556,"2556",1986,1451,535,"TARRANT"
"7844",4392557,8198,718,282,4392557,"2557",1684,354,1330,"TARRANT"
"7845",4392561,8199,0,0,4392561,"2561",0,0,0,"TARRANT"
"7846",4392569,8200,34,12,4392569,"2569",520,27,493,"TARRANT"
"7847",4392571,8201,0,0,4392571,"2571",0,0,0,"TARRANT"
"7848",4392581,8202,1062,647,4392581,"2581",3054,1018,2036,"TARRANT"
"7849",4392600,8203,0,0,4392600,"2600",0,0,0,"TARRANT"
"7850",4392601,8204,0,0,4392601,"2601",0,0,0,"TARRANT"
"7851",4392606,8205,9,4,4392606,"2606",28,10,18,"TARRANT"
"7852",4392609,8206,0,0,4392609,"2609",0,0,0,"TARRANT"
"7853",4392612,8207,0,0,4392612,"2612",0,0,0,"TARRANT"
"7854",4392613,8208,1528,552,4392613,"2613",2981,461,2520,"TARRANT"
"7855",4392614,8209,169,88,4392614,"2614",332,107,225,"TARRANT"
"7856",4392616,8210,40,22,4392616,"2616",13,1,12,"TARRANT"
"7857",4392618,8211,27,7,4392618,"2618",47,21,26,"TARRANT"
"7858",4392635,8212,891,364,4392635,"2635",2293,485,1808,"TARRANT"
"7859",4392636,8213,752,1017,4392636,"2636",3693,2108,1585,"TARRANT"
"7860",4392643,8214,1801,1047,4392643,"2643",3905,1357,2548,"TARRANT"
"7861",4392644,8215,1871,739,4392644,"2644",3990,1060,2930,"TARRANT"
"7862",4392645,8216,650,1030,4392645,"2645",2178,1403,775,"TARRANT"
"7863",4392655,8217,458,268,4392655,"2655",1915,730,1185,"TARRANT"
"7864",4392656,8218,44,19,4392656,"2656",312,107,205,"TARRANT"
"7865",4392657,8219,16,4,4392657,"2657",80,21,59,"TARRANT"
"7866",4392658,8220,207,86,4392658,"2658",1000,217,783,"TARRANT"
"7867",4392659,8221,7,5,4392659,"2659",26,10,16,"TARRANT"
"7868",4392660,8222,71,94,4392660,"2660",541,156,385,"TARRANT"
"7869",4392670,8223,51,36,4392670,"2670",234,97,137,"TARRANT"
"7870",4392673,8224,0,0,4392673,"2673",0,0,0,"TARRANT"
"7871",4392675,8225,0,0,4392675,"2675",15,0,15,"TARRANT"
"7872",4392680,8226,0,0,4392680,"2680",0,0,0,"TARRANT"
"7873",4392681,8227,0,0,4392681,"2681",0,0,0,"TARRANT"
"7874",4392697,8228,1330,856,4392697,"2697",4254,1694,2560,"TARRANT"
"7875",4392699,8229,1865,938,4392699,"2699",4337,1289,3048,"TARRANT"
"7876",4392708,8230,857,502,4392708,"2708",2047,797,1250,"TARRANT"
"7877",4392712,8231,1212,1018,4392712,"2712",3319,1474,1845,"TARRANT"
"7878",4392721,8232,685,1028,4392721,"2721",2607,1557,1050,"TARRANT"
"7879",4392726,8233,1079,593,4392726,"2726",2986,758,2228,"TARRANT"
"7880",4392727,8234,234,244,4392727,"2727",629,445,184,"TARRANT"
"7881",4392731,8235,874,364,4392731,"2731",2437,688,1749,"TARRANT"
"7882",4392741,8236,72,43,4392741,"2741",288,34,254,"TARRANT"
"7883",4392742,8237,209,128,4392742,"2742",875,166,709,"TARRANT"
"7884",4392743,8238,4,1,4392743,"2743",23,8,15,"TARRANT"
"7885",4392744,8239,105,44,4392744,"2744",702,233,469,"TARRANT"
"7886",4392745,8240,71,68,4392745,"2745",223,167,56,"TARRANT"
"7887",4392746,8241,498,345,4392746,"2746",2479,838,1641,"TARRANT"
"7888",4392748,8242,0,0,4392748,"2748",0,0,0,"TARRANT"
"7889",4392751,8243,0,0,4392751,"2751",0,0,0,"TARRANT"
"7890",4392755,8244,0,0,4392755,"2755",0,0,0,"TARRANT"
"7891",4392775,8245,0,0,4392775,"2775",0,0,0,"TARRANT"
"7892",4393032,8248,380,618,4393032,"3032",1758,1091,667,"TARRANT"
"7893",4393035,8249,1159,1837,4393035,"3035",3643,2899,744,"TARRANT"
"7894",4393036,8250,746,726,4393036,"3036",3452,1526,1926,"TARRANT"
"7895",4393037,8251,849,1363,4393037,"3037",3029,2331,698,"TARRANT"
"7896",4393038,8252,1194,1241,4393038,"3038",6035,2881,3154,"TARRANT"
"7897",4393039,8253,484,1000,4393039,"3039",1741,1418,323,"TARRANT"
"7898",4393040,8254,794,1606,4393040,"3040",3931,2934,997,"TARRANT"
"7899",4393041,8255,1413,1810,4393041,"3041",6173,3272,2901,"TARRANT"
"7900",4393043,8256,739,1835,4393043,"3043",3571,2593,978,"TARRANT"
"7901",4393049,8257,743,1711,4393049,"3049",3131,2514,617,"TARRANT"
"7902",4393054,8258,1038,1657,4393054,"3054",3955,2824,1131,"TARRANT"
"7903",4393063,8259,473,925,4393063,"3063",1858,1445,413,"TARRANT"
"7904",4393072,8260,608,1500,4393072,"3072",2718,2203,515,"TARRANT"
"7905",4393114,8261,850,1338,4393114,"3114",4134,2730,1404,"TARRANT"
"7906",4393131,8262,449,830,4393131,"3131",2463,1592,871,"TARRANT"
"7907",4393139,8263,430,523,4393139,"3139",2052,1092,960,"TARRANT"
"7908",4393140,8264,468,859,4393140,"3140",2201,1585,616,"TARRANT"
"7909",4393152,8265,6,26,4393152,"3152",52,39,13,"TARRANT"
"7910",4393156,8266,432,904,4393156,"3156",1734,1339,395,"TARRANT"
"7911",4393157,8267,767,860,4393157,"3157",3469,1918,1551,"TARRANT"
"7912",4393160,8268,902,845,4393160,"3160",4685,1735,2950,"TARRANT"
"7913",4393164,8269,550,828,4393164,"3164",2950,1841,1109,"TARRANT"
"7914",4393166,8270,879,824,4393166,"3166",5173,1984,3189,"TARRANT"
"7915",4393172,8271,791,1042,4393172,"3172",3840,2268,1572,"TARRANT"
"7916",4393176,8272,1091,1395,4393176,"3176",5050,2930,2120,"TARRANT"
"7917",4393177,8273,586,1365,4393177,"3177",2664,2117,547,"TARRANT"
"7918",4393183,8274,1392,1385,4393183,"3183",4999,2246,2753,"TARRANT"
"7919",4393185,8275,2,2,4393185,"3185",0,0,0,"TARRANT"
"7920",4393187,8276,464,690,4393187,"3187",2004,1322,682,"TARRANT"
"7921",4393192,8277,233,595,4393192,"3192",1110,809,301,"TARRANT"
"7922",4393193,8278,844,1793,4393193,"3193",3132,2478,654,"TARRANT"
"7923",4393194,8279,587,882,4393194,"3194",3146,1804,1342,"TARRANT"
"7924",4393196,8280,621,1116,4393196,"3196",2226,1764,462,"TARRANT"
"7925",4393200,8281,835,986,4393200,"3200",3125,2031,1094,"TARRANT"
"7926",4393209,8282,1013,2314,4393209,"3209",3877,3161,716,"TARRANT"
"7927",4393212,8283,720,761,4393212,"3212",3010,1741,1269,"TARRANT"
"7928",4393213,8284,542,742,4393213,"3213",2348,1556,792,"TARRANT"
"7929",4393214,8285,867,1269,4393214,"3214",3920,2277,1643,"TARRANT"
"7930",4393215,8286,563,1194,4393215,"3215",2635,2007,628,"TARRANT"
"7931",4393216,8287,1490,1372,4393216,"3216",4585,2543,2042,"TARRANT"
"7932",4393240,8288,1013,1416,4393240,"3240",3976,2148,1828,"TARRANT"
"7933",4393247,8289,654,559,4393247,"3247",3205,1321,1884,"TARRANT"
"7934",4393248,8290,1104,2145,4393248,"3248",4004,3203,801,"TARRANT"
"7935",4393249,8291,1337,1271,4393249,"3249",4869,2601,2268,"TARRANT"
"7936",4393254,8292,800,890,4393254,"3254",3257,1863,1394,"TARRANT"
"7937",4393260,8293,431,779,4393260,"3260",1606,1267,339,"TARRANT"
"7938",4393282,8294,476,784,4393282,"3282",1956,1421,535,"TARRANT"
