CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"3490103",7037,302,973,17,6,4
"3490104",7038,97,388,8,1,0
"3490105",7039,22,179,0,0,0
"3490106",7040,76,269,3,0,0
"3490107",7041,222,513,14,2,1
"3490108",7042,71,259,2,1,1
"3490109",7043,46,233,1,2,0
"3490200",7044,437,356,3,2,1
"3490201",7045,355,41,2,1,1
"3490202",7046,287,124,6,2,0
"3490203",7047,405,1047,7,2,1
"3490204",7048,64,159,1,0,0
"3490205",7049,173,790,12,1,2
"3490206",7050,64,380,5,2,1
"3490300",7051,541,784,6,8,4
"3490301",7052,81,134,1,0,0
"3490303",7053,162,650,6,3,0
"3490304",7054,86,560,5,2,2
"3490305",7055,72,288,0,4,0
"3490306",7056,31,185,1,0,1
"3490307",7057,56,273,0,1,0
"3490308",7058,46,252,1,1,1
"3490400",7059,290,865,18,4,1
"3490401",7060,128,182,3,2,1
"3490402",7061,282,1061,12,3,1
"3490403",7062,126,957,3,0,3
"3490404",7063,160,610,10,1,1
"3490405",7064,60,545,4,2,0
"3490406",7065,21,193,2,0,0
"3510001",7066,74,447,6,2,0
"3510002",7067,52,213,0,0,0
"3510003",7068,26,356,0,0,0
"3510004",7069,27,108,2,0,0
"3510005",7070,28,327,0,0,0
"3510006",7071,207,421,7,1,0
"3510007",7072,20,83,0,0,0
"3510008A",7073,55,162,2,0,0
"3510008B",7074,15,50,1,0,0
"3510008C",7075,0,0,0,0,0
"3510009",7076,35,128,0,0,0
"3510010",7077,38,280,3,0,0
"3510011",7078,34,359,2,0,0
"3510012",7079,30,174,2,0,0
"3510013",7080,50,531,4,1,0
"3510014",7081,103,93,1,0,0
"3510015",7082,29,173,0,0,0
"3510016",7083,34,198,2,0,0
"3510017",7084,39,14,0,0,0
"3510018",7085,10,174,0,0,0
"3510019",7086,9,159,1,0,0
"3510020",7087,95,30,0,0,0
"3510021",7088,21,198,1,0,0
"3510022",7089,137,122,0,1,0
"3510023",7090,5,82,0,0,0
"3530001",7091,136,420,5,0,2
"3530002",7092,115,602,8,2,5
"3530003",7093,268,761,11,2,0
"3530004",7094,320,553,6,1,1
"3530005",7095,23,101,0,0,0
"3530006",7096,121,530,6,2,1
"3530007",7097,15,201,0,0,0
"3530008",7098,13,125,1,0,1
"3530009",7099,151,838,16,3,1
"3550001",7100,406,371,11,3,1
"3550002",7101,802,761,13,5,3
"3550003",7102,1295,1320,31,6,5
"3550004",7103,883,538,18,0,1
"3550005",7104,508,599,14,4,6
"3550006",7105,675,1463,35,6,1
"3550007",7106,249,92,1,3,0
"3550008",7107,1535,1788,46,4,7
"3550009",7108,446,830,19,1,3
"3550010",7109,186,644,2,1,1
"3550011",7110,167,232,2,0,0
"3550012",7111,404,335,5,1,1
"3550013",7112,360,128,3,3,2
"3550014",7113,60,173,1,0,1
"3550015",7114,221,279,4,5,0
"3550016",7115,195,372,3,0,0
"3550017",7116,1008,794,24,6,2
"3550018",7117,635,1043,32,10,2
"3550019",7118,692,1649,31,12,3
"3550020",7119,1192,637,18,4,1
"3550021",7120,84,171,4,0,0
"3550022",7121,111,137,3,2,0
"3550023",7122,353,1227,14,1,2
"3550024",7123,256,99,1,3,1
"3550025",7124,85,219,1,0,0
"3550026",7125,1285,1978,27,6,8
"3550027",7126,171,190,4,0,0
"3550028",7127,23,141,0,0,0
"3550029",7128,1055,1249,28,8,8
"3550030",7129,51,8,1,2,0
"3550031",7130,158,64,1,2,0
"3550032",7131,638,619,16,11,5
"3550033",7132,153,87,0,2,0
"3550034",7133,135,102,3,1,0
"3550035",7134,263,126,2,3,1
"3550036",7135,275,181,2,2,0
"3550037",7136,433,266,6,1,1
"3550038",7137,97,26,0,1,0
"3550039",7138,147,143,2,1,0
"3550040",7139,827,2252,39,3,6
"3550041",7140,92,62,2,1,1
"3550042",7141,131,185,4,2,0
"3550043",7142,190,81,3,0,0
"3550044",7143,247,110,3,1,1
"3550045",7144,146,42,0,2,0
"3550046",7145,83,35,0,0,0
"3550047",7146,101,41,1,0,3
"3550048",7147,502,359,17,3,5
"3550049",7148,199,470,3,4,0
"3550050",7149,195,130,5,3,0
"3550051",7150,586,383,5,5,6
"3550052",7151,338,95,2,2,0
"3550053",7152,255,110,3,2,0
"3550054",7153,548,267,7,1,1
"3550055",7154,379,185,3,0,0
"3550056",7155,282,133,0,4,0
"3550057",7156,264,168,3,3,1
"3550058",7157,448,378,7,1,2
"3550059",7158,526,404,12,6,3
"3550060",7159,346,93,4,0,0
"3550061",7160,253,62,2,1,1
"3550062",7161,252,121,3,0,1
"3550063",7162,776,909,29,6,4
"3550064",7163,295,399,5,1,4
"3550065",7164,1021,1130,36,8,9
"3550066",7165,517,356,14,3,2
"3550067",7166,1240,1419,37,8,4
"3550068",7167,364,183,4,2,0
"3550069",7168,641,392,10,0,1
"3550070",7169,830,514,18,6,3
"3550071",7170,516,224,6,2,2
"3550072",7171,520,311,5,3,1
"3550073",7172,488,215,4,0,0
"3550074",7173,555,189,3,2,0
"3550075",7174,673,231,5,6,3
"3550076",7175,203,76,2,1,0
"3550077",7176,92,21,1,0,0
"3550078",7177,571,190,9,1,0
"3550079",7178,336,143,3,1,2
"3550080",7179,538,150,4,1,1
"3550081",7180,830,2254,40,3,2
"3550082",7181,152,90,1,1,1
"3550083",7182,337,126,3,1,3
"3550084",7183,236,180,7,1,1
"3550085",7184,172,31,1,2,0
"3550086",7185,244,234,10,0,1
"3550087",7186,472,341,10,1,1
"3550088",7187,786,741,15,3,3
"3550089",7188,184,152,7,0,2
"3550090",7189,263,231,5,2,1
"3550091",7190,1096,953,34,12,2
"3550092A",7191,612,592,19,3,6
"3550092B",7192,23,23,0,0,0
"3550093",7193,899,479,12,6,5
"3550094",7194,675,529,13,5,0
"3550095",7195,283,124,4,4,0
"3550096",7196,300,156,3,2,1
"3550097",7197,397,144,5,2,0
"3550098",7198,640,185,9,5,1
"3550099",7199,160,76,5,2,1
"3550100",7200,326,340,5,1,1
"3550101",7201,809,1151,16,6,1
"3550102",7202,375,554,9,2,1
"3550103",7203,630,1067,14,5,5
"3550104",7204,251,119,2,0,0
"3550105",7205,358,148,1,3,1
"3550106",7206,748,649,11,2,0
"3550107",7207,843,2282,39,3,3
"3550108",7208,194,153,3,2,0
"3550109",7209,163,160,1,0,0
"3550110",7210,322,523,8,1,1
"3550111",7211,253,378,5,1,1
"3550112",7212,730,713,7,4,2
"3550113",7213,169,44,1,1,1
"3550114",7214,179,101,3,1,0
"3550115",7215,580,616,19,2,3
"3550116",7216,1397,1282,25,6,8
"3550117",7217,590,1470,36,8,3
"3550118",7218,898,594,17,0,2
"3550119",7219,858,1097,33,6,4
"3550120",7220,624,653,15,4,2
"3550121",7221,508,403,13,1,3
"3550122",7222,742,1613,36,9,7
"3550123",7223,476,876,11,3,0
"3550124",7224,958,1110,25,4,3
"3550125",7225,898,1091,21,5,2
"3550126",7226,1021,1569,39,7,5
"3550127",7227,353,887,14,4,9
"3550128",7228,853,1034,21,7,5
"3570001",7229,52,394,9,2,0
"3570002",7230,69,591,3,1,1
"3570003",7231,98,1057,16,0,2
"3570004",7232,83,770,9,0,2
"3590101",7233,19,132,3,0,1
"3590103",7234,5,128,0,1,0
"3590202",7235,15,99,1,0,0
"3590203",7236,11,154,1,0,1
"3590303",7237,15,199,2,0,0
"3590403",7238,7,78,2,0,0
"3590404",7239,9,127,1,0,0
"3610001",7240,32,170,1,0,0
"3610002",7241,430,249,10,1,0
"3610003",7242,580,127,1,0,0
"3610004",7243,219,7,1,0,0
"3610005",7244,466,449,7,1,2
"3610006",7245,203,962,15,3,0
"3610007",7246,293,816,13,1,4
"3610008",7247,260,1476,15,0,3
"3610009",7248,214,1295,14,2,1
"3610010",7249,100,446,0,1,0
"3610011",7250,97,244,2,0,0
"3610012",7251,170,573,11,4,1
"3610013",7252,292,504,10,2,0
"3610014",7253,368,722,14,1,0
"3610015",7254,224,935,8,1,1
"3610016",7255,160,1596,14,2,2
"3610017",7256,110,1127,13,1,0
"3610018",7257,151,1143,18,1,1
"3610019",7258,136,894,21,3,0
"3610020",7259,106,813,6,1,0
"3610021",7260,25,155,3,2,0
"3610022",7261,75,625,8,0,1
"3610023",7262,194,1855,21,3,0
"3610024",7263,107,911,11,2,1
"3610025",7264,132,1042,14,2,0
"3610026",7265,197,1348,15,4,1
"3610027",7266,149,1285,11,1,1
"3610028",7267,259,2029,26,3,1
"3610029",7268,81,633,11,2,1
"3610030",7269,79,594,10,3,1
"3610031",7270,142,1089,13,1,1
"3610032",7271,110,1229,14,0,1
"3610033",7272,93,902,13,2,0
"3610034",7273,103,941,12,1,0
"3630001",7274,79,332,3,2,0
"3630002",7275,1,15,0,0,0
"3630003",7276,101,601,1,0,0
"3630004",7277,38,331,4,0,1
"3630005",7278,67,269,3,1,0
"3630006",7279,148,606,9,0,0
"3630007",7280,44,363,2,1,0
"3630008",7281,139,1133,9,3,1
"3630009",7282,51,260,1,0,0
"3630011",7283,21,160,2,0,0
"3630012",7284,51,267,3,0,0
"3630013",7285,81,403,2,1,1
"3630014",7286,13,90,1,0,0
"3630015",7287,71,590,4,1,0
"3630016",7288,36,306,3,0,0
"3630017",7289,122,301,7,1,0
"3630018",7290,18,114,0,0,0
"3630020",7291,11,153,2,0,0
"3630021",7292,120,455,3,0,0
"3630022",7293,70,611,6,1,2
"3630023",7294,215,700,5,5,1
"3630024",7295,26,112,0,0,0
"3630025",7296,16,61,3,0,0
"3630026",7297,13,37,0,0,0
"3630027",7298,249,868,12,6,0
"3630028",7299,93,333,3,0,0
"3630029",7300,144,413,7,5,0
"3630030",7301,140,295,6,0,2
"3650001",7302,244,929,7,2,2
"3650002",7303,283,1228,8,2,2
"3650003",7304,179,798,5,1,0
"3650005",7305,30,328,1,0,0
"3650007",7306,94,442,5,1,0
"3650008",7307,34,144,2,0,0
"3650009",7308,87,421,1,0,1
"3650010",7309,62,173,1,0,0
"3650012",7310,10,293,2,0,1
"3650013",7311,61,169,1,0,0
"3650014",7312,23,317,1,1,0
"3650018",7313,229,1268,10,2,0
"3650019",7314,13,246,0,0,0
"3650020",7315,2,254,1,0,0
"3650022",7316,98,139,1,0,0
"3650026",7317,39,100,0,1,0
"3650027",7318,339,598,3,1,0
"3650028",7319,221,1239,6,0,1
"3650029",7320,9,240,2,0,0
"3670100",7321,661,2511,29,9,1
"3670105",7322,265,1367,20,5,0
"3670110",7323,255,1007,19,3,1
"3670111",7324,174,799,9,6,0
"3670115",7325,340,1589,23,6,1
"3670120",7326,234,1323,22,4,0
"3670125",7327,218,1833,13,4,1
"3670130",7328,377,2040,26,3,1
"3670135",7329,212,1063,17,3,0
"3670140",7330,126,832,6,5,0
"3670200",7331,238,864,14,1,0
"3670205",7332,290,941,33,4,0
"3670210",7333,157,1316,14,1,1
"3670215",7334,363,2374,20,3,1
"3670220",7335,48,508,6,0,0
"3670225",7336,103,882,6,2,0
"3670230",7337,194,987,15,1,0
"3670235",7338,98,762,6,6,0
"3670240",7339,132,1099,12,2,2
"3670245",7340,145,866,9,2,0
"3670250",7341,172,915,17,1,0
"3670255",7342,265,1081,17,5,0
"3670260",7343,499,2185,35,7,1
"3670265",7344,206,933,8,2,0
"3670300",7345,340,900,23,2,0
"3670305",7346,395,1571,29,8,2
"3670310",7347,319,834,17,3,0
"3670315",7348,549,2232,50,9,1
"3670320",7349,209,1392,17,4,0
"3670325",7350,213,1241,7,3,0
"3670330",7351,178,880,10,3,0
"3670335",7352,285,2923,32,0,0
"3670340",7353,97,708,4,2,0
"3670345",7354,216,1397,14,5,1
"3670350",7355,245,1731,21,9,1
"3670400",7356,496,2002,26,4,0
"3670410",7357,336,1313,17,2,2
"3670415",7358,810,2188,48,4,1
"3670420",7359,307,1481,20,0,0
"3670430",7360,504,1762,37,3,2
"3670435",7361,489,1856,33,5,5
"3670440",7362,541,2637,40,3,0
"3670445",7363,274,1352,16,1,0
"3670450",7364,442,1568,23,3,3
"3690101",7365,153,621,6,1,0
"3690201",7366,138,264,3,1,0
"3690202",7367,9,188,1,0,0
"3690301",7368,92,712,7,0,0
"3690303",7369,2,22,0,0,0
"3690401",7370,21,206,4,1,0
"3690402",7371,73,122,2,1,0
"3710001",7372,377,841,14,5,3
"3710002",7373,407,694,14,6,2
"3710003",7374,11,154,2,0,0
"3710004",7375,57,389,3,3,0
"3710005",7376,0,44,1,0,0
"3710006",7377,25,65,0,0,0
"3710007",7378,321,593,5,2,2
"3710009",7379,19,140,4,1,0
"3710010",7380,165,295,7,4,0
"3730001",7381,29,263,3,0,0
"3730002",7382,43,333,2,0,0
"3730003",7383,191,739,1,2,0
"3730004",7384,366,1449,17,8,0
"3730005",7385,103,427,3,2,0
"3730006",7386,380,2193,14,7,0
"3730007",7387,118,305,9,1,0
"3730008",7388,195,595,7,0,0
"3730009",7389,100,426,2,2,0
"3730010",7390,419,959,8,5,0
"3730011",7391,62,163,2,0,0
"3730012",7392,108,66,4,1,0
"3730013",7393,30,261,2,0,0
"3730014",7394,166,975,4,3,1
"3730015",7395,188,1359,13,7,0
"3730016",7396,255,1265,9,3,0
"3730017",7397,155,832,3,1,0
"3730018",7398,263,415,6,2,0
"3730019",7399,818,1854,22,2,1
"3730020",7400,1023,2163,29,4,3
"3730021",7401,251,1253,8,0,0
"3730022",7402,124,278,3,0,0
"3750121",7403,318,1162,18,1,0
"3750122",7404,450,1200,26,5,5
"3750123",7405,771,1517,61,9,2
"3750124",7406,388,1239,30,8,0
"3750125",7407,777,1469,35,10,2
"3750126",7408,513,962,30,14,0
"3750221",7409,307,438,6,9,0
"3750222",7410,283,522,3,3,0
"3750223",7411,426,467,9,6,0
"3750224",7412,597,877,13,9,1
"3750225",7413,360,438,5,3,0
"3750321",7414,193,1836,24,2,0
"3750322",7415,18,143,1,0,0
"3750323",7416,383,2507,33,6,2
"3750324",7417,721,2639,38,5,2
"3750325",7418,460,1241,24,5,0
"3750326",7419,317,1531,23,5,2
"3750327",7420,140,630,25,1,0
"3750421",7421,314,292,11,5,0
"3750422",7422,974,684,17,10,0
"3750424",7423,432,290,5,2,0
"3750425",7424,460,410,7,7,0
"3750426",7425,137,186,5,1,0
"3750427",7426,182,140,5,0,0
"3770001",7427,214,108,4,1,0
"3770002",7428,123,94,3,2,1
"3770003",7429,14,10,0,0,0
"3770004",7430,260,128,6,5,0
"3770005",7431,243,144,2,2,0
"3770006",7432,3,12,1,0,0
"3770007",7433,606,225,5,2,1
"3790101",7434,75,866,11,3,0
"3790102",7435,103,475,6,0,0
"3790203",7436,135,989,5,4,0
"3790204",7437,61,416,3,0,0
"3790305",7438,109,576,5,1,0
"3790306",7439,163,589,3,3,0
"3790407",7440,99,674,4,1,0
"3790408",7441,97,570,6,1,0
"3810103",7442,248,729,15,2,4
"3810110",7443,237,1577,19,0,0
"3810111",7444,856,1947,31,12,3
"3810112",7445,614,1526,47,9,1
"3810114",7446,563,1613,31,6,0
"3810123",7447,71,211,3,0,1
"3810131",7448,250,1723,15,0,2
"3810204",7449,581,2410,44,3,0
"3810208",7450,152,679,11,0,0
"3810216",7451,278,1159,26,3,0
"3810222",7452,640,2520,48,3,0
"3810227",7453,473,1998,27,3,1
"3810228",7454,769,2923,37,5,3
"3810230",7455,694,3039,48,7,2
"3810301",7456,181,861,19,3,0
"3810302",7457,359,1531,46,6,1
"3810305",7458,432,1842,32,5,1
"3810306",7459,297,1405,32,2,3
"3810307",7460,130,651,12,0,0
"3810309",7461,301,2227,26,8,0
"3810315",7462,52,232,3,1,1
"3810317",7463,24,165,3,1,1
"3810324",7464,682,2979,35,7,1
"3810325",7465,183,1307,21,3,2
"3810332",7466,207,1453,24,2,1
"3810415",7467,552,2038,39,6,2
"3810418",7468,602,1953,45,8,2
"3810420",7469,532,1850,33,4,0
"3810421",7470,544,1624,39,5,0
"3810426",7471,506,2506,41,6,2
"3810429",7472,792,2118,58,9,3
"3830001",7473,36,122,0,1,0
"3830002",7474,62,322,5,0,0
"3830003A",7475,36,234,1,2,0
"3830003B",7476,3,45,0,0,0
"3830004",7477,35,219,1,0,0
"3850001",7478,84,391,6,3,0
"3850002",7479,87,452,6,1,0
"3850003",7480,85,363,1,0,0
"3850004",7481,12,111,0,0,0
"3850005",7482,52,326,1,1,0
"3870001",7483,3,33,0,0,0
"3870004",7484,262,373,3,0,0
"3870005",7485,81,659,7,0,0
"3870007A",7486,33,168,0,0,0
"3870007B",7487,0,0,0,0,0
"3870009",7488,10,215,1,0,0
"3870010",7489,16,140,4,2,0
"3870011",7490,13,107,0,0,0
"3870017",7491,21,162,1,0,0
"3870018",7492,10,109,0,0,0
"3870024",7493,27,113,0,0,0
"3870027",7494,26,296,1,2,0
"3870028",7495,44,124,0,0,0
"3870029",7496,26,91,1,1,0
"3870030",7497,8,89,0,0,0
"3870031",7498,6,113,0,0,0
"38702-1A",7499,29,67,0,0,0
"38702-1B",7500,14,27,1,0,1
"38702-4",7501,85,174,1,0,1
"38703-1",7502,250,333,4,0,0
"38703-4",7503,91,100,3,1,1
"38713-1",7504,43,281,2,1,1
"38713-4",7505,25,142,3,0,1
"38714-1",7506,0,4,0,0,0
"38714-4",7507,16,135,2,0,0
"38719-1",7508,19,165,1,0,0
"38719-4",7509,16,142,1,0,1
"38720-1",7510,16,27,0,0,0
"38720-4",7511,24,41,0,0,0
"38721-1",7512,3,8,0,0,0
"38721-4",7513,29,79,0,0,0
"3890002",7514,244,361,4,3,1
"3890003",7515,198,406,2,1,0
"3890004",7516,0,2,0,0,0
"3890005",7517,87,179,3,1,0
"3890006",7518,26,36,2,0,1
"3890007",7519,272,480,6,0,1
"3890008",7520,82,155,4,1,1
"3890010",7521,280,448,7,2,0
"3890011",7522,205,182,2,0,0
"3910001",7523,134,150,1,2,0
"3910002",7524,144,521,6,4,1
"3910003",7525,95,308,4,3,0
"3910004",7526,190,169,1,3,0
"391001A",7527,189,187,5,3,0
"391002A",7528,17,140,1,1,0
"391002B",7529,67,138,4,0,0
"391003A",7530,114,357,2,2,0
"391004A",7531,105,163,2,2,0
"391004B",7532,53,77,0,1,0
"3930001",7533,3,126,3,0,0
"3930002",7534,2,135,0,0,0
"3930003",7535,4,121,1,0,0
"39304-1",7536,3,74,0,0,0
"39304-2",7537,5,73,0,0,0
"3950001",7538,374,542,11,2,3
"3950002",7539,314,496,7,1,2
"3950003",7540,62,394,3,1,0
"3950004",7541,74,466,3,0,0
"3950005",7542,238,812,5,1,1
"3950006",7543,192,917,10,1,0
"3950008",7544,19,178,3,0,0
"3950011",7545,209,653,11,2,0
"3950013",7546,21,163,1,0,1
"3950016",7547,25,165,1,1,1
"3950019",7548,47,402,3,0,1
"3950022",7549,596,251,7,2,2
"3950023",7550,203,207,1,2,0
"3970001",7551,1132,2381,42,7,12
"3970002",7552,1025,2316,34,13,11
"3970003",7553,388,745,18,2,4
"3970004A",7554,257,676,11,2,2
"3970004B",7555,0,0,0,0,0
"397001A",7556,807,1375,22,7,6
"397001BA",7557,954,2559,34,4,12
"397001BB",7558,0,0,0,0,0
"397001C",7559,993,2398,34,5,8
"397001D",7560,259,435,7,0,0
"397001E",7561,426,1165,15,2,4
"397002A",7562,816,1664,24,8,9
"397002B",7563,537,909,29,4,2
"397002C",7564,318,970,11,2,5
"397002D",7565,846,1092,19,9,8
"397002E",7566,894,1181,21,8,6
"397002F",7567,215,332,7,3,1
"397003AA",7568,602,1839,28,3,5
"397003AB",7569,12,38,1,0,0
"397003BA",7570,748,1855,30,9,10
"397003BB",7571,6,20,0,0,0
"397003C",7572,581,1956,25,9,8
"397003D",7573,723,2276,31,6,7
"397003E",7574,530,1608,20,2,7
"397004A",7575,1073,1996,49,5,12
"397004B",7576,825,1946,39,4,7
"397004C",7577,320,832,15,3,4
"397004D",7578,355,675,14,2,4
"397004E",7579,657,1234,27,2,5
"397004F",7580,113,253,4,0,0
"3990001",7581,134,817,7,3,0
"3990003",7582,124,842,6,5,0
"3990004",7583,40,174,1,0,0
"3990005",7584,8,123,2,0,0
"3990006",7585,10,93,1,0,0
"3990007",7586,103,560,9,2,0
"3990008",7587,48,419,4,0,0
"3990009",7588,68,485,5,1,0
"3990010",7589,17,294,4,0,0
"4010111",7590,102,539,6,2,2
"4010112",7591,232,1069,13,6,3
"4010113",7592,401,1646,23,4,5
"4010114",7593,211,869,7,1,1
"4010201",7594,159,474,11,4,0
"4010212",7595,103,529,3,1,0
"4010213",7596,240,1152,7,1,4
"4010214",7597,412,1442,10,1,3
"4010215",7598,405,1191,10,4,0
"4010302",7599,316,344,3,0,1
"4010303",7600,441,471,4,5,2
"4010314A",7601,99,635,2,1,0
"4010314B",7602,5,52,0,0,0
"4010315",7603,62,560,5,1,0
"4010316",7604,39,295,3,2,1
"4010317",7605,171,249,2,0,1
"4010318",7606,148,618,8,0,0
"4010319",7607,102,153,2,0,2
"4010404",7608,226,970,14,3,1
"4010405",7609,171,713,8,4,0
"4010416",7610,105,540,1,3,0
"4010417",7611,216,767,3,4,0
"4010418",7612,263,1256,10,3,2
"4030001",7613,129,1234,14,1,2
"4030002",7614,113,975,4,2,0
"4030003",7615,101,270,0,1,0
"4030004",7616,12,184,0,0,0
"4030005",7617,65,794,6,1,0
"4030006",7618,150,1064,2,2,1
"4030007",7619,71,55,0,0,0
"4030008",7620,28,208,1,0,1
"4050001",7621,290,544,4,1,0
"4050002",7622,115,129,0,0,0
"4050003",7623,52,125,1,0,0
"4050004",7624,98,186,1,0,0
"4050005",7625,39,235,0,0,0
"4050006",7626,17,204,2,0,0
"4050007",7627,29,219,2,0,0
"4050008",7628,37,451,0,1,0
"4050009",7629,74,610,1,0,0
"4050010",7630,19,295,0,0,0
"4050011",7631,210,9,2,0,0
"4070001",7632,480,1761,18,6,0
"4070002",7633,454,2006,15,11,0
"4070003",7634,116,517,10,3,0
"4070004",7635,38,509,3,1,0
"4070005",7636,149,1184,15,4,0
"4070006",7637,265,1251,12,4,0
"4070007",7638,381,1159,10,7,0
"4070008",7639,173,638,6,2,0
"4070009",7640,46,369,8,1,0
"4070010",7641,77,419,2,0,0
"4070011",7642,158,348,2,0,2
"4090101",7643,134,180,2,0,0
"4090102",7644,691,875,17,11,0
"4090103",7645,48,235,3,0,0
"4090104",7646,313,629,9,3,0
"4090105",7647,550,389,9,4,1
"4090106",7648,143,296,8,4,0
"4090107",7649,56,124,0,0,0
"4090108",7650,703,1687,44,6,0
"4090109",7651,483,1342,22,4,1
"4090110",7652,406,630,9,6,0
"4090111",7653,27,69,2,0,0
"4090112",7654,538,277,9,4,0
"4090113",7655,614,868,17,4,0
"4090114",7656,317,985,27,5,0
"4090115",7657,778,2168,22,9,0
"4090116",7658,510,1689,21,3,0
"4090117",7659,95,246,3,1,0
"4090118",7660,799,935,7,12,0
"4090119",7661,247,583,22,3,0
"4090120",7662,119,379,4,1,1
"4090121",7663,405,875,18,3,0
"4090122",7664,4,20,0,0,0
"4090123",7665,23,51,0,1,0
"4090124",7666,977,964,15,8,0
"4090125",7667,8,20,1,1,0
"4110001",7668,68,583,1,0,0
"411002A",7669,58,407,0,0,0
"411002B",7670,18,177,1,0,0
"411003A",7671,47,342,3,0,0
"411003B",7672,32,238,0,0,0
"411004A",7673,56,488,1,0,0
"411004B",7674,8,73,1,0,0
"4130001",7675,55,226,1,0,0
"4130002",7676,63,228,1,0,0
"4130003",7677,57,167,1,0,0
"4130004",7678,36,319,3,2,0
"4150005",7679,10,71,3,0,0
"4150006",7680,20,218,1,0,0
"4150007",7681,210,1258,14,7,0
"4150008",7682,68,481,5,3,0
"4150009",7683,25,360,3,0,0
"4150010",7684,70,620,2,1,0
"4150011",7685,7,100,1,0,0
"4150012",7686,148,834,16,2,0
"4150013",7687,46,289,1,0,0
"4150014",7688,11,81,0,0,0
"4150015",7689,203,671,7,2,0
"4170101A",7690,12,120,1,1,0
"4170101B",7691,21,244,0,0,0
"4170202",7692,25,405,3,0,0
"4170303",7693,10,182,3,2,0
"4170307",7694,14,172,0,0,0
"4170404",7695,1,27,0,0,0
"4170405",7696,22,145,4,1,0
"4170406A",7697,25,189,0,0,0
"4170406B",7698,0,0,0,0,0
"4190002",7699,54,501,3,0,0
"4190003",7700,12,216,1,0,0
"4190004",7701,101,454,0,0,0
"4190005",7702,118,1304,2,1,0
"4190006",7703,62,353,3,0,0
"4190007",7704,157,428,1,0,0
"4190008",7705,233,490,2,0,0
"419001N",7706,155,762,6,0,0
"419001S",7707,241,929,6,2,0
"419001W",7708,51,247,0,0,0
"419009N",7709,150,598,3,0,0
"419009S",7710,103,544,4,1,0
"41901SE",7711,510,352,3,0,0
"41901SW",7712,121,797,3,0,3
"4210101",7713,3,40,0,0,1
"4210102",7714,22,140,0,1,0
"4210201",7715,18,106,1,2,0
"4210202",7716,3,79,1,0,0
"4210301",7717,8,99,2,0,0
"4210302",7718,13,135,1,1,0
"4210401",7719,24,286,4,1,0
"4230001",7720,299,421,6,1,0
"4230002",7721,302,103,4,3,0
"4230003",7722,521,1203,35,4,0
"4230004",7723,476,543,5,2,0
"4230005",7724,413,2512,33,10,0
"4230006",7725,105,585,10,2,0
"4230007",7726,325,970,12,6,0
"4230008",7727,214,787,4,0,0
"4230009",7728,114,64,3,0,0
"4230010",7729,852,907,12,4,0
"4230011",7730,750,202,8,5,0
"4230012",7731,810,124,6,12,0
"4230013",7732,817,47,4,3,0
"4230014",7733,421,785,19,5,0
"4230015",7734,380,2362,19,4,0
"4230016",7735,625,113,6,2,0
"4230017",7736,113,848,5,3,0
"4230018",7737,657,53,5,6,0
"4230019",7738,401,2309,44,5,0
"4230020",7739,205,105,4,3,0
"4230021",7740,328,832,20,8,0
"4230022",7741,123,71,2,0,0
"4230023",7742,508,1098,19,5,0
"4230024",7743,300,1109,17,5,0
"4230025",7744,412,1168,19,4,0
"4230026",7745,332,1618,13,6,0
"4230027",7746,473,778,24,7,0
"4230028",7747,473,2077,33,4,0
"4230029",7748,328,1045,11,4,0
"4230030",7749,550,2525,38,5,0
"4230031",7750,451,2121,28,3,0
"4230032",7751,154,590,6,2,0
"4230033",7752,144,681,10,0,0
"4230034",7753,584,178,4,0,0
"4230035",7754,940,738,16,2,0
"4230036",7755,1253,389,17,9,0
"4230037",7756,285,1158,13,2,0
"4230038",7757,644,1186,34,5,0
"4230039",7758,165,75,1,0,0
"4230040",7759,488,2227,37,2,0
"4230041",7760,477,2580,30,1,0
"4230042",7761,599,2420,28,7,0
"4230043",7762,335,636,22,5,0
"4230044",7763,972,1560,26,4,0
"4230045",7764,178,1259,13,2,0
"4230046",7765,202,545,3,3,0
"4230047",7766,101,189,2,1,0
"4230048",7767,249,274,4,1,0
"4230049",7768,129,720,18,2,0
"4230050",7769,492,1310,20,7,0
"4230051",7770,748,1228,31,6,0
"4230052",7771,272,1356,10,2,0
"4230053",7772,130,134,1,1,0
"4230054",7773,648,1592,31,5,0
"4230055",7774,575,925,26,6,0
"4230056",7775,663,1698,41,7,0
"4230057",7776,68,322,5,1,0
"4230058",7777,734,2197,23,3,0
"4230059",7778,669,1956,24,1,0
"4230060",7779,183,175,4,1,0
"4230061",7780,663,786,34,7,0
"4230066",7781,202,231,3,4,0
"4230071",7782,687,2363,27,7,0
"4230073",7783,192,196,4,0,0
"4230074",7784,80,307,7,1,0
"4230075",7785,330,2103,19,4,0
"4230076",7786,267,127,7,3,0
"4230077",7787,205,278,6,2,0
"4230079",7788,589,2080,34,5,0
"4230081",7789,92,64,3,1,0
"4230082",7790,26,41,1,0,0
"4230085",7791,123,721,13,1,0
"4250001",7792,171,939,13,3,6
"4250002",7793,217,1146,12,3,3
"4250003",7794,184,933,17,3,6
"4250004",7795,196,1087,14,1,3
"4270001",7796,557,473,5,5,0
